Continent,Country,GCAM_basin_ID,WHYClass,Basin_long_name,GLU_code,GLU_name,ISO,ISO_NUM,Country_name,desal
SA,Bolivia,168,10,Amazon,GLU168,AmazonR,BRA,76,Brazil,0
SA,Bolivia,168,30,Amazon,GLU168,AmazonR,BRA,76,Brazil,0
Eu,Bosnia and Herzegovina,55,20,Adriatic_Sea_Greece_Black_Sea_Coast,GLU055,AdrBlkSea,GRC,300,Greece,1
Eu,Bosnia and Herzegovina,54,20,Danube,GLU054,DanubeR,ROM,642,Romania,0
Eu,Bosnia and Herzegovina,54,10,Danube,GLU054,DanubeR,ROM,642,Romania,0
Af,Botswana,194,10,Orange,GLU194,OrangeR,ZAF,710,South Africa,0
Af,Botswana,194,30,Orange,GLU194,OrangeR,ZAF,710,South Africa,0
Af,Botswana,194,20,Orange,GLU194,OrangeR,ZAF,710,South Africa,0
Af,Botswana,199,30,Limpopo,GLU199,LimpopoR,ZAF,710,South Africa,0
Af,Botswana,197,20,Africa_South_Interior,GLU197,AfrIntS,BWA,72,Botswana,0
Af,Botswana,197,30,Africa_South_Interior,GLU197,AfrIntS,BWA,72,Botswana,0
Af,Botswana,199,20,Limpopo,GLU199,LimpopoR,ZAF,710,South Africa,0
Af,Botswana,197,10,Africa_South_Interior,GLU197,AfrIntS,BWA,72,Botswana,0
Af,Botswana,199,10,Limpopo,GLU199,LimpopoR,ZAF,710,South Africa,0
Af,Botswana,188,10,Zambezi,GLU188,ZambeziR,ZMB,894,Zambia,0
Af,Botswana,188,30,Zambezi,GLU188,ZambeziR,ZMB,894,Zambia,0
SA,Brazil,195,10,Uruguay_Brazil_South_Atlantic_Coast,GLU195,BrzCstS,BRA,76,Brazil,1
SA,Brazil,195,30,Uruguay_Brazil_South_Atlantic_Coast,GLU195,BrzCstS,BRA,76,Brazil,1
SA,Brazil,206,10,La_Plata,GLU206,RioLaPlata,BRA,76,Brazil,0
SA,Brazil,206,20,La_Plata,GLU206,RioLaPlata,BRA,76,Brazil,0
SA,Brazil,206,30,La_Plata,GLU206,RioLaPlata,BRA,76,Brazil,0
SA,Brazil,195,20,Uruguay_Brazil_South_Atlantic_Coast,GLU195,BrzCstS,BRA,76,Brazil,1
SA,Brazil,192,10,Sao_Francisco,GLU192,SaoFrancR,BRA,76,Brazil,0
SA,Brazil,192,30,Sao_Francisco,GLU192,SaoFrancR,BRA,76,Brazil,0
SA,Brazil,174,10,Tocantins,GLU174,TocantinsR,BRA,76,Brazil,0
SA,Brazil,174,30,Tocantins,GLU174,TocantinsR,BRA,76,Brazil,0
SA,Brazil,168,30,Amazon,GLU168,AmazonR,BRA,76,Brazil,0
SA,Brazil,168,10,Amazon,GLU168,AmazonR,BRA,76,Brazil,0
SA,Brazil,187,10,Parnaiba,GLU187,ParnaibaR,BRA,76,Brazil,0
SA,Brazil,187,30,Parnaiba,GLU187,ParnaibaR,BRA,76,Brazil,0
SA,Brazil,186,10,East_Brazil_South_Atlantic_Coast,GLU186,BrzCstE,BRA,76,Brazil,1
SA,Brazil,186,30,East_Brazil_South_Atlantic_Coast,GLU186,BrzCstE,BRA,76,Brazil,1
SA,Brazil,172,10,North_Brazil_South_Atlantic_Coast,GLU172,BrzCstN,BRA,76,Brazil,1
SA,Brazil,172,30,North_Brazil_South_Atlantic_Coast,GLU172,BrzCstN,BRA,76,Brazil,1
SA,Brazil,161,30,Northeast_South_America_South_Atlantic_Coast,GLU161,SAmerCstNE,GUY,328,Guyana,1
SA,Brazil,161,10,Northeast_South_America_South_Atlantic_Coast,GLU161,SAmerCstNE,GUY,328,Guyana,1
SA,Brazil,156,30,Orinoco,GLU156,OrinocoR,BRA,76,Brazil,0
"NAm",British Virgin Islands,101,20,Caribbean,GLU101,Caribbean,CUB,192,Cuba,1
As,Brunei Darussalam,159,10,North_Borneo_Coast,GLU159,BorneoCstN,MYS,458,Malaysia,1
As,Brunei Darussalam,159,30,North_Borneo_Coast,GLU159,BorneoCstN,MYS,458,Malaysia,1
Eu,Bulgaria,55,20,Adriatic_Sea_Greece_Black_Sea_Coast,GLU055,AdrBlkSea,GRC,300,Greece,1
Eu,Bulgaria,54,20,Danube,GLU054,DanubeR,ROM,642,Romania,0
Eu,Bulgaria,54,10,Danube,GLU054,DanubeR,ROM,642,Romania,0
Eu,Bulgaria,55,10,Adriatic_Sea_Greece_Black_Sea_Coast,GLU055,AdrBlkSea,GRC,300,Greece,1
Eu,Bulgaria,54,30,Danube,GLU054,DanubeR,ROM,642,Romania,0
Af,Burkina Faso,142,30,Africa_West_Coast,GLU142,AfrCstW,CIV,384,Cote dIvoire,1
Af,Burkina Faso,160,30,Volta,GLU160,VoltaR,BFA,854,Burkina Faso,0
Af,Burkina Faso,149,30,Niger,GLU149,NigerR,MLI,466,Mali,1
Af,Burkina Faso,142,10,Africa_West_Coast,GLU142,AfrCstW,CIV,384,Cote dIvoire,1
Af,Burkina Faso,160,10,Volta,GLU160,VoltaR,BFA,854,Burkina Faso,0
Af,Burkina Faso,149,10,Niger,GLU149,NigerR,MLI,466,Mali,1
Af,Burundi,183,20,Congo,GLU183,CongoR,COD,180,"Congo, The Democratic Republic of the",0
Af,Burundi,183,30,Congo,GLU183,CongoR,COD,180,"Congo, The Democratic Republic of the",0
Af,Burundi,87,30,Nile,GLU087,NileR,SDN,736,Sudan,0
As,Cambodia,148,10,Gulf_of_Thailand_Coast,GLU148,ThaiGulf,THA,764,Thailand,0
As,Cambodia,125,10,Mekong,GLU125,Mekong,LAO,418,Lao Peoples Democratic Republic,0
As,Cambodia,126,10,Viet_Nam_Coast,GLU126,VietnamCst,VNM,704,Viet Nam,0
As,Cambodia,148,30,Gulf_of_Thailand_Coast,GLU148,ThaiGulf,THA,764,Thailand,0
As,Cambodia,125,30,Mekong,GLU125,Mekong,LAO,418,Lao Peoples Democratic Republic,0
Af,Cameroon,183,10,Congo,GLU183,CongoR,COD,180,"Congo, The Democratic Republic of the",0
Af,Cameroon,183,30,Congo,GLU183,CongoR,COD,180,"Congo, The Democratic Republic of the",0
Af,Cameroon,162,30,Gulf_of_Guinea,GLU162,GuineaGulf,GAB,266,Gabon,1
Af,Cameroon,162,10,Gulf_of_Guinea,GLU162,GuineaGulf,GAB,266,Gabon,1
Af,Cameroon,149,30,Niger,GLU149,NigerR,MLI,466,Mali,1
Af,Cameroon,149,10,Niger,GLU149,NigerR,MLI,466,Mali,1
Af,Cameroon,151,10,Lake_Chad,GLU151,LChad,TCD,148,Chad,0
Af,Cameroon,151,30,Lake_Chad,GLU151,LChad,TCD,148,Chad,0
"NAm",Canada,227,20,Great_Lakes_Basin,GLU227,GreatLakes,CAN,124,Canada,0
"NAm",Canada,227,30,Great_Lakes_Basin,GLU227,GreatLakes,CAN,124,Canada,0
"NAm",Canada,19,30,Atlantic_Ocean_Seaboard,GLU019,CanAtl,CAN,124,Canada,0
"NAm",Canada,232,30,New_England_Basin,GLU232,UsaCstNE,USA,840,United States,0
"NAm",Canada,232,20,New_England_Basin,GLU232,UsaCstNE,USA,840,United States,0
"NAm",Canada,19,20,Atlantic_Ocean_Seaboard,GLU019,CanAtl,CAN,124,Canada,0
"NAm",Canada,15,30,Hudson_Bay_Coast,GLU015,HudsonBay,CAN,124,Canada,0
"NAm",Canada,40,30,St_Lawrence,GLU040,StLwrncR,CAN,124,Canada,0
"NAm",Canada,40,20,St_Lawrence,GLU040,StLwrncR,CAN,124,Canada,0
"NAm",Canada,23,30,Saskatchewan_Nelson,GLU023,NelsonR,CAN,124,Canada,1
"NAm",Canada,7,30,Pacific_and_Arctic_Coast,GLU007,PacArctic,USA,840,United States,1
"NAm",Canada,229,30,Pacific_Northwest_Basin,GLU229,UsaPacNW,USA,840,United States,0
"NAm",Canada,7,10,Pacific_and_Arctic_Coast,GLU007,PacArctic,USA,840,United States,1
"NAm",Canada,27,10,Fraser,GLU027,FraserR,CAN,124,Canada,0
"NAm",Canada,27,30,Fraser,GLU027,FraserR,CAN,124,Canada,0
"NAm",Canada,23,10,Saskatchewan_Nelson,GLU023,NelsonR,CAN,124,Canada,1
"NAm",Canada,23,20,Saskatchewan_Nelson,GLU023,NelsonR,CAN,124,Canada,1
"NAm",Canada,223,30,Missouri_River_Basin,GLU223,MissouriR,USA,840,United States,0
"NAm",Canada,223,20,Missouri_River_Basin,GLU223,MissouriR,USA,840,United States,0
"NAm",Canada,15,20,Hudson_Bay_Coast,GLU015,HudsonBay,CAN,124,Canada,0
"NAm",Canada,34,30,Churchill,GLU034,ChurchillR,CAN,124,Canada,1
"NAm",Canada,10,30,Mackenzie,GLU010,Mackenzie,CAN,124,Canada,1
"NAm",Canada,10,10,Mackenzie,GLU010,Mackenzie,CAN,124,Canada,1
"NAm",Canada,2,20,Northwest_Territories,GLU002,NWTerr,CAN,124,Canada,0
"NAm",Canada,10,20,Mackenzie,GLU010,Mackenzie,CAN,124,Canada,1
"NAm",Canada,2,30,Northwest_Territories,GLU002,NWTerr,CAN,124,Canada,0
"NAm",Canada,7,20,Pacific_and_Arctic_Coast,GLU007,PacArctic,USA,840,United States,1
"NAm",Canada,1,30,Arctic_Ocean_Islands,GLU001,ArcticIsl,GRL,304,Greenland,0
"NAm",Cayman Islands,101,20,Caribbean,GLU101,Caribbean,CUB,192,Cuba,1
Af,Central African Republic,183,10,Congo,GLU183,CongoR,COD,180,"Congo, The Democratic Republic of the",0
Af,Central African Republic,183,30,Congo,GLU183,CongoR,COD,180,"Congo, The Democratic Republic of the",0
Af,Central African Republic,151,10,Lake_Chad,GLU151,LChad,TCD,148,Chad,0
Af,Central African Republic,151,30,Lake_Chad,GLU151,LChad,TCD,148,Chad,0
Af,Central African Republic,162,30,Gulf_of_Guinea,GLU162,GuineaGulf,GAB,266,Gabon,1
Af,Central African Republic,87,30,Nile,GLU087,NileR,SDN,736,Sudan,0
Af,Central African Republic,149,30,Niger,GLU149,NigerR,MLI,466,Mali,1
Af,Central African Republic,87,10,Nile,GLU087,NileR,SDN,736,Sudan,0
Af,Chad,149,30,Niger,GLU149,NigerR,MLI,466,Mali,1
Af,Chad,151,10,Lake_Chad,GLU151,LChad,TCD,148,Chad,0
Af,Chad,151,30,Lake_Chad,GLU151,LChad,TCD,148,Chad,0
Af,Chad,149,10,Niger,GLU149,NigerR,MLI,466,Mali,1
Af,Chad,144,30,Africa_North_Interior,GLU144,AfrIntN,DZA,12,Algeria,0
Af,Chad,144,10,Africa_North_Interior,GLU144,AfrIntN,DZA,12,Algeria,0
SA,Chile,169,30,South_Chile_Pacific_Coast,GLU169,ChileCstS,CHL,152,Chile,1
SA,Chile,215,30,South_Argentina_South_Atlantic_Coast,GLU215,ArgCstS,ARG,32,Argentina,1
SA,Chile,169,10,South_Chile_Pacific_Coast,GLU169,ChileCstS,CHL,152,Chile,1
SA,Chile,215,10,South_Argentina_South_Atlantic_Coast,GLU215,ArgCstS,ARG,32,Argentina,1
SA,Chile,213,30,Negro,GLU213,NegroR,ARG,32,Argentina,0
SA,Chile,212,30,South_America_Colorado,GLU212,ArgColoR,ARG,32,Argentina,1
SA,Chile,207,10,North_Chile_Pacific_Coast,GLU207,ChileCstN,CHL,152,Chile,1
SA,Chile,207,30,North_Chile_Pacific_Coast,GLU207,ChileCstN,CHL,152,Chile,1
SA,Chile,205,30,Salinas_Grandes,GLU205,Salinas,ARG,32,Argentina,1
SA,Chile,200,30,La_Puna_Region,GLU200,LaPuna,BOL,68,Bolivia,1
SA,Chile,207,20,North_Chile_Pacific_Coast,GLU207,ChileCstN,CHL,152,Chile,1
SA,Chile,200,20,La_Puna_Region,GLU200,LaPuna,BOL,68,Bolivia,1
SA,Chile,200,10,La_Puna_Region,GLU200,LaPuna,BOL,68,Bolivia,1
As,China,124,10,Hainan,GLU124,Hainan,CHN,156,China,0
As,China,112,10,South_China_Sea_Coast,GLU112,SChinaSea,CHN,156,China,1
As,China,108,10,Xun_Jiang,GLU108,XunJiang,CHN,156,China,0
As,China,103,10,Taiwan,GLU103,Taiwan,TWN,158,Taiwan,0
As,China,78,10,China_Coast,GLU078,ChinaCst,CHN,156,China,1
As,China,106,10,Yangtze,GLU106,Yangtze,CHN,156,China,0
As,China,110,10,Ganges_Bramaputra,GLU110,GangesR,IND,356,India,0
As,China,89,10,Indus,GLU089,IndusR,PAK,586,Pakistan,1
As,China,92,10,Plateau_of_Tibet_Interior,GLU092,Tibet,CHN,156,China,0
As,China,79,10,Huang_He,GLU079,HuangHeR,CHN,156,China,0
As,China,85,10,Tarim_Interior,GLU085,Tarim,CHN,156,China,0
As,China,77,10,Ziya_He_Interior,GLU077,ZiyaHe,CHN,156,China,0
As,China,42,10,Gobi_Interior,GLU042,Gobi,CHN,156,China,0
As,China,66,10,Bo_Hai_Korean_Bay_North_Coast,GLU066,BoHai,CHN,156,China,1
As,China,43,10,Amur,GLU043,AmurR,RUS,643,Russian Federation,0
As,China,68,10,Lake_Balkash,GLU068,LBalkash,KAZ,398,Kazakhstan,0
As,China,37,10,Russia_South_East_Coast,GLU037,RusCstSE,RUS,643,Russian Federation,1
As,China,56,10,Ob,GLU056,ObR,RUS,643,Russian Federation,0
As,China,124,20,Hainan,GLU124,Hainan,CHN,156,China,0
As,China,108,20,Xun_Jiang,GLU108,XunJiang,CHN,156,China,0
As,China,109,20,Hong_(Red_River),GLU109,Hong,VNM,704,Viet Nam,0
As,China,125,20,Mekong,GLU125,Mekong,LAO,418,Lao Peoples Democratic Republic,0
As,China,127,20,Salween,GLU127,Salween,CHN,156,China,0
As,China,106,20,Yangtze,GLU106,Yangtze,CHN,156,China,0
As,China,110,20,Ganges_Bramaputra,GLU110,GangesR,IND,356,India,0
As,China,78,20,China_Coast,GLU078,ChinaCst,CHN,156,China,1
As,China,92,20,Plateau_of_Tibet_Interior,GLU092,Tibet,CHN,156,China,0
As,China,79,20,Huang_He,GLU079,HuangHeR,CHN,156,China,0
As,China,85,20,Tarim_Interior,GLU085,Tarim,CHN,156,China,0
As,China,77,20,Ziya_He_Interior,GLU077,ZiyaHe,CHN,156,China,0
As,China,76,20,Syr_Darya,GLU076,SyrDaryaR,KAZ,398,Kazakhstan,0
As,China,66,20,Bo_Hai_Korean_Bay_North_Coast,GLU066,BoHai,CHN,156,China,1
As,China,43,20,Amur,GLU043,AmurR,RUS,643,Russian Federation,0
As,China,68,20,Lake_Balkash,GLU068,LBalkash,KAZ,398,Kazakhstan,0
As,China,125,30,Mekong,GLU125,Mekong,LAO,418,Lao Peoples Democratic Republic,0
As,China,108,30,Xun_Jiang,GLU108,XunJiang,CHN,156,China,0
As,China,112,30,South_China_Sea_Coast,GLU112,SChinaSea,CHN,156,China,1
As,China,127,30,Salween,GLU127,Salween,CHN,156,China,0
As,China,103,30,Taiwan,GLU103,Taiwan,TWN,158,Taiwan,0
As,China,109,30,Hong_(Red_River),GLU109,Hong,VNM,704,Viet Nam,0
As,China,78,30,China_Coast,GLU078,ChinaCst,CHN,156,China,1
As,China,137,30,Irrawaddy,GLU137,IrrawaddyR,MMR,104,Myanmar,0
As,China,106,30,Yangtze,GLU106,Yangtze,CHN,156,China,0
As,China,110,30,Ganges_Bramaputra,GLU110,GangesR,IND,356,India,0
As,China,92,30,Plateau_of_Tibet_Interior,GLU092,Tibet,CHN,156,China,0
As,China,89,30,Indus,GLU089,IndusR,PAK,586,Pakistan,1
As,China,79,30,Huang_He,GLU079,HuangHeR,CHN,156,China,0
