Continent,OBJECTID,CNTRY_NAME,Permeability,Porosity,Depth,Thickness,Area,WHYClass,GCAM_ID,Basin_Name
NA,1166,United States,-13.27851035,0.15,0,360,1.00E+09,10,100,Model_Comparison
NA,1167,United States,-12.97748035,0.15,0,360,1.00E+09,10,100,Model_Comparison
NA,1168,United States,-12.27851035,0.15,0,360,1.00E+09,10,100,Model_Comparison
NA,1169,United States,-11.97748035,0.15,0,360,1.00E+09,10,100,Model_Comparison
NA,1170,United States,-11.27851035,0.15,0,360,1.00E+09,10,100,Model_Comparison
NA,1171,United States,-13.27851035,0.3,0,60,1.00E+09,10,100,Model_Comparison
NA,1172,United States,-12.97748035,0.3,0,60,1.00E+09,10,100,Model_Comparison
NA,1173,United States,-12.27851035,0.3,0,60,1.00E+09,10,100,Model_Comparison
NA,1174,United States,-11.97748035,0.3,0,60,1.00E+09,10,100,Model_Comparison
NA,1175,United States,-11.27851035,0.3,0,60,1.00E+09,10,100,Model_Comparison
NA,1176,United States,-13.27851035,0.3,0,120,1.00E+09,10,100,Model_Comparison
NA,1177,United States,-12.97748035,0.3,0,120,1.00E+09,10,100,Model_Comparison
NA,1178,United States,-12.27851035,0.3,0,120,1.00E+09,10,100,Model_Comparison
NA,1179,United States,-11.97748035,0.3,0,120,1.00E+09,10,100,Model_Comparison
NA,1180,United States,-11.27851035,0.3,0,120,1.00E+09,10,100,Model_Comparison
NA,1181,United States,-13.27851035,0.3,0,180,1.00E+09,10,100,Model_Comparison
NA,1182,United States,-12.97748035,0.3,0,180,1.00E+09,10,100,Model_Comparison
NA,1183,United States,-12.27851035,0.3,0,180,1.00E+09,10,100,Model_Comparison
NA,1184,United States,-11.97748035,0.3,0,180,1.00E+09,10,100,Model_Comparison
NA,1185,United States,-11.27851035,0.3,0,180,1.00E+09,10,100,Model_Comparison
NA,1186,United States,-13.27851035,0.3,0,240,1.00E+09,10,100,Model_Comparison
NA,1187,United States,-12.97748035,0.3,0,240,1.00E+09,10,100,Model_Comparison
NA,1188,United States,-12.27851035,0.3,0,240,1.00E+09,10,100,Model_Comparison
NA,1189,United States,-11.97748035,0.3,0,240,1.00E+09,10,100,Model_Comparison
NA,1190,United States,-11.27851035,0.3,0,240,1.00E+09,10,100,Model_Comparison
NA,1191,United States,-13.27851035,0.3,0,300,1.00E+09,10,100,Model_Comparison
NA,1192,United States,-12.97748035,0.3,0,300,1.00E+09,10,100,Model_Comparison
NA,1193,United States,-12.27851035,0.3,0,300,1.00E+09,10,100,Model_Comparison
NA,1194,United States,-11.97748035,0.3,0,300,1.00E+09,10,100,Model_Comparison
NA,1195,United States,-11.27851035,0.3,0,300,1.00E+09,10,100,Model_Comparison
NA,1196,United States,-13.27851035,0.3,0,360,1.00E+09,10,100,Model_Comparison
NA,1197,United States,-12.97748035,0.3,0,360,1.00E+09,10,100,Model_Comparison
NA,1198,United States,-12.27851035,0.3,0,360,1.00E+09,10,100,Model_Comparison
NA,1199,United States,-11.97748035,0.3,0,360,1.00E+09,10,100,Model_Comparison
NA,1200,United States,-11.27851035,0.3,0,360,1.00E+09,10,100,Model_Comparison
