year_number,depletion_limit,continent,country,gcam_basin_id,Basin_long_name,grid_id,grid_area,permeability,porosity,total_thickness,depth_to_water,orig_aqfr_sat_thickness,aqfr_sat_thickness,hydraulic_conductivity,transmissivity,radius_of_influence,areal_extent,max_drawdown,drawdown,drawdown_interference,total_head,well_yield,volume_produced_perwell,cumulative_vol_produced_perwell,number_of_wells,volume_produced_allwells,cumulative_vol_produced_allwells,available_volume,depleted_vol_fraction,well_installation_cost, annual_capital_cost,maintenance_cost,nonenergy_cost,power,energy,energy_cost_rate,energy_cost,total_cost_perwell,total_cost_allwells,unit_cost,unit_cost_per_km3,unit_cost_per_acreft,whyclass,total_well_length
11, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 48.43666628217901, 238.11666666629998, 188.480000384521, 2.113489078281905e-06, 0.0003983504222872544, 480.987654964151, 726804.7090888444, Max_Drawdown, 88.54770668473742, 0.0, 136.98437296691642, 0.025236274621140427, 218041.41272665327, 2398455.539993186, 3414.930991588557, 744596377.7699999, 8190560155.469996, 153906956080.24225, 0.05321760863881744, 19432.141300686068, 7794552.756636054, 4645159.509244858, 12439712.265880913, 165274.64709625574, 396659153.0310138, 0.061, 24196208.33489184, 10728.158399397249, 36635920.60077275, 0.04920238896473562, 49202388.96473562, 60.69016274022209, 10, 236.9166666667
12, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 49.58866624372691, 238.11666666629998, 187.32800042297308, 2.113489078281905e-06, 0.00039591568295034167, 480.987654964151, 726804.7090888444, Max_Drawdown, 89.52624440221165, 0.0, 139.11491064593855, 0.025236274621140427, 218041.41272665327, 2616496.9527198393, 3414.930991588557, 744596377.7699999, 8935156533.239996, 153906956080.24225, 0.058055573060528116, 19432.141300686068, 7794552.756636054, 4645159.509244858, 12439712.265880913, 167845.18748271788, 402828449.9585229, 0.061, 24572535.447469898, 10838.358902278567, 37012247.71335081, 0.04970779984748141, 49707799.84748141, 61.31357695587137, 10, 236.9166666667
13, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 50.74066620527481, 238.11666666629998, 186.1760004614252, 2.113489078281905e-06, 0.000393480943613429, 480.987654964151, 726804.7090888444, Max_Drawdown, 90.5379864931696, 0.0, 141.2786526984444, 0.025236274621140427, 218041.41272665327, 2834538.3654464926, 3414.930991588557, 744596377.7699999, 9679752911.009996, 153906956080.24225, 0.0628935374822388, 19432.141300686068, 7794552.756636054, 4645159.509244858, 12439712.265880913, 170455.7896732437, 409093895.2157849, 0.061, 24954727.60816288, 10950.276877088123, 37394439.87404379, 0.05022108754549253, 50221087.54549253, 61.94670706561413, 10, 236.9166666667
14, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 51.892666166822714, 238.11666666629998, 185.02400049987727, 2.113489078281905e-06, 0.00039104620427651637, 480.987654964151, 726804.7090888444, Max_Drawdown, 91.58523487534144, 0.0, 143.47790104216415, 0.025236274621140427, 218041.41272665327, 3052579.778173146, 3414.930991588557, 744596377.7699999, 10424349288.779997, 153906956080.24225, 0.06773150190394948, 19432.141300686068, 7794552.756636054, 4645159.509244858, 12439712.265880913, 173109.2309820059, 415462154.35681415, 0.061, 25343191.41576566, 11064.031388836565, 37782903.68164657, 0.05074279812480826, 50742798.12480826, 62.5902266309885, 10, 236.9166666667
15, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 53.044666128370615, 238.11666666629998, 183.8720005383294, 2.113489078281905e-06, 0.0003886114649396037, 480.987654964151, 726804.7090888444, Max_Drawdown, 92.67055314526505, 0.0, 145.71521927363565, 0.025236274621140427, 218041.41272665327, 3270621.190899799, 3414.930991588557, 744596377.7699999, 11168945666.549997, 153906956080.24225, 0.07256946632566016, 19432.141300686068, 7794552.756636054, 4645159.509244858, 12439712.265880913, 175808.60444439185, 421940650.66654044, 0.061, 25738379.690658968, 11179.75503767946, 38178091.956539884, 0.05127353972749624, 51273539.72749624, 63.24488578307206, 10, 236.9166666667
16, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 54.196666089918516, 238.11666666629998, 220.83666724308145, 2.113489078281905e-06, 0.00046673588430242796, 480.987654964151, 726804.7090888444, Max_Drawdown, 69.41175518782639, 0.0, 123.6084212777449, 0.025236274621140427, 218041.41272665327, 3488662.6036264524, 3414.930991588557, 744596377.7699999, 11913542044.319998, 153906956080.24225, 0.07740743074737085, 22558.508318219323, 9048590.192742467, 5392502.44259268, 14441092.635335147, 149136.26833725447, 357927044.00941074, 0.061, 21833549.684574056, 10622.364671279922, 36274642.3199092, 0.048717188805764186, 48717188.80576418, 60.09167804813401, 10, 275.033333333
17, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 55.34866605146642, 238.11666666629998, 219.68466728153356, 2.113489078281905e-06, 0.00046430114496551537, 480.987654964151, 726804.7090888444, Max_Drawdown, 69.91162953099148, 0.0, 125.2602955824579, 0.025236274621140427, 218041.41272665327, 3706704.0163531057, 3414.930991588557, 744596377.7699999, 12658138422.089998, 153906956080.24225, 0.08224539516908153, 22558.508318219323, 9048590.192742467, 5392502.44259268, 14441092.635335147, 151129.29087585275, 362710298.1020466, 0.061, 22125328.184224844, 10707.80666128484, 36566420.81955999, 0.04910905009916, 49109050.09916, 60.57503111631188, 10, 275.033333333
18, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 56.50066601301432, 238.11666666629998, 218.53266731998565, 2.113489078281905e-06, 0.00046186640562860266, 480.987654964151, 726804.7090888444, Max_Drawdown, 70.42079018249098, 0.0, 126.9214561955053, 0.025236274621140427, 218041.41272665327, 3924745.429079759, 3414.930991588557, 744596377.7699999, 13402734799.859999, 153906956080.24225, 0.0870833595907922, 22558.508318219323, 9048590.192742467, 5392502.44259268, 14441092.635335147, 153133.5175489048, 367520442.11737156, 0.061, 22418746.969159666, 10793.728978795076, 36859839.60449481, 0.04950311431125513, 49503114.31125513, 61.06110144064697, 10, 275.033333333
19, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 57.65266597456222, 238.11666666629998, 217.38066735843776, 2.113489078281905e-06, 0.00045943166629169, 480.987654964151, 726804.7090888444, Max_Drawdown, 70.93955127465686, 0.0, 128.5922172492191, 0.025236274621140427, 218041.41272665327, 4142786.841806412, 3414.930991588557, 744596377.7699999, 14147331177.63, 153906956080.24225, 0.09192132401250289, 22558.508318219323, 9048590.192742467, 5392502.44259268, 14441092.635335147, 155149.32736395142, 372358385.67348343, 0.061, 22713861.52608249, 10880.14787207571, 37154954.16141763, 0.049899455961219454, 49899455.96121945, 61.54998093904497, 10, 275.033333333
20, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 58.80466593611012, 238.11666666629998, 216.22866739688985, 2.113489078281905e-06, 0.0004569969269547773, 480.987654964151, 726804.7090888444, Max_Drawdown, 71.46824328081767, 0.0, 130.2729092169278, 0.025236274621140427, 218041.41272665327, 4360828.2545330655, 3414.930991588557, 744596377.7699999, 14891927555.4, 153906956080.24225, 0.09675928843421357, 22558.508318219323, 10302627.62884888, 5392502.44259268, 15695130.071441561, 157177.11904430357, 377225085.7063286, 0.061, 23010730.228086043, 11334.302331398625, 38705860.2995276, 0.051982337619541234, 51982337.619541235, 64.11917380695172, 10, 275.033333333
21, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 59.95666589765802, 238.11666666629998, 215.07666743534196, 2.113489078281905e-06, 0.0004545621876178647, 480.987654964151, 726804.7090888444, Max_Drawdown, 72.0072141945533, 0.0, 131.96388009221133, 0.025236274621140427, 218041.41272665327, 4578869.667259719, 3414.930991588557, 744596377.7699999, 15636523933.17, 153906956080.24225, 0.10159725285592425, 22558.508318219323, 10302627.62884888, 5392502.44259268, 15695130.071441561, 159217.3124518394, 382121549.88441455, 0.061, 23309414.54294929, 11421.766562915735, 39004544.61439085, 0.052383473488289055, 52383473.48828906, 64.61396687833478, 10, 275.033333333
22, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 61.10866585920592, 238.11666666629998, 213.92466747379405, 2.113489078281905e-06, 0.000452127448280952, 480.987654964151, 726804.7090888444, Max_Drawdown, 72.55683081944449, 0.0, 133.6654966786504, 0.025236274621140427, 218041.41272665327, 4796911.079986373, 3414.930991588557, 744596377.7699999, 16381120310.94, 153906956080.24225, 0.10643521727763493, 22558.508318219323, 10302627.62884888, 5392502.44259268, 15695130.071441561, 161270.35014311512, 387048840.3434763, 0.061, 23609979.26095205, 11509.781436054634, 39305109.33239362, 0.052787134756294325, 52787134.756294325, 65.11187497919393, 10, 275.033333333
23, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 62.26066582075382, 238.11666666629998, 212.77266751224616, 2.113489078281905e-06, 0.00044969270894403934, 480.987654964151, 726804.7090888444, Max_Drawdown, 73.11748018217585, 0.0, 135.37814600292967, 0.025236274621140427, 218041.41272665327, 5014952.492713027, 3414.930991588557, 744596377.7699999, 17125716688.710001, 153906956080.24225, 0.11127318169934561, 22558.508318219323, 10302627.62884888, 5392502.44259268, 15695130.071441561, 163336.69907430492, 392008077.7783318, 0.061, 23912492.74447824, 11598.366969487466, 39607622.8159198, 0.05319341323488723, 53193413.23488723, 65.6130113569687, 10, 275.033333333
24, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 63.41266578230172, 238.11666666629998, 211.62066755069824, 2.113489078281905e-06, 0.0004472579696071267, 480.987654964151, 726804.7090888444, Max_Drawdown, 73.68957108365683, 0.0, 137.10223686595856, 0.025236274621140427, 218041.41272665327, 5232993.90543968, 3414.930991588557, 744596377.7699999, 17870313066.48, 153906956080.24225, 0.11611114612105629, 22558.508318219323, 10302627.62884888, 5392502.44259268, 15695130.071441561, 165416.85247266229, 397000445.9343895, 0.061, 24217027.201997757, 11687.544308142224, 39912157.27343932, 0.05360240590072798, 53602405.90072798, 66.11749563042994, 10, 275.033333333
25, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 64.56466574384962, 238.11666666629998, 210.46866758915036, 2.113489078281905e-06, 0.00044482323027021404, 480.987654964151, 726804.7090888444, Max_Drawdown, 74.27353580492222, 0.0, 138.83820154877185, 0.025236274621140427, 218041.41272665327, 5451035.318166334, 3414.930991588557, 744596377.7699999, 18614909444.25, 153906956080.24225, 0.12094911054276697, 22558.508318219323, 10302627.62884888, 5392502.44259268, 15695130.071441561, 167511.33189472614, 402027196.5473427, 0.061, 24523658.989387907, 11777.335811439194, 40218789.06082947, 0.05401421530048424, 54014215.30048424, 66.6254542888413, 10, 275.033333333
26, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 65.71666570539752, 238.11666666629998, 209.31666762760244, 2.113489078281905e-06, 0.00044238849093330133, 480.987654964151, 726804.7090888444, Max_Drawdown, 74.86983198703128, 0.0, 140.5864976924288, 0.025236274621140427, 218041.41272665327, 5669076.730892988, 3414.930991588557, 744596377.7699999, 19359505822.02, 153906956080.24225, 0.12578707496447764, 22558.508318219323, 10302627.62884888, 5392502.44259268, 15695130.071441561, 169620.68949446076, 407089654.78670585, 0.061, 24832468.941989057, 11867.76515052739, 40527599.01343062, 0.05442894999678508, 54428949.99678508, 67.13702124203446, 10, 275.033333333
27, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 66.86866566694542, 238.11666666629998, 208.16466766605456, 2.113489078281905e-06, 0.00043995375159638873, 480.987654964151, 726804.7090888444, Max_Drawdown, 75.4789447070611, 0.0, 142.34761037400654, 0.025236274621140427, 218041.41272665327, 5887118.143619642, 3414.930991588557, 744596377.7699999, 20104102199.79, 153906956080.24225, 0.13062503938618833, 22558.508318219323, 10302627.62884888, 5392502.44259268, 15695130.071441561, 171745.51052798697, 412189225.26716876, 0.061, 25143542.741297293, 11958.857415663771, 40838672.81273885, 0.054846725060692686, 54846725.06069268, 67.65233842786321, 10, 275.033333333
28, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 68.02066562849332, 238.11666666629998, 207.01266770450667, 2.113489078281905e-06, 0.0004375190122594761, 480.987654964151, 726804.7090888444, Max_Drawdown, 76.10138877567752, 0.0, 144.12205440417085, 0.025236274621140427, 218041.41272665327, 6105159.556346295, 3414.930991588557, 744596377.7699999, 20848698577.56, 153906956080.24225, 0.135463003807899, 22558.508318219323, 10302627.62884888, 5392502.44259268, 15695130.071441561, 173886.41612565174, 417327398.7015642, 0.061, 25456971.320795417, 12050.63923505343, 41152101.39223698, 0.05526766261673723, 55267662.61673723, 68.17155648449304, 10, 275.033333333
29, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 69.17266559004122, 238.11666666629998, 205.86066774295875, 2.113489078281905e-06, 0.00043508427292256337, 480.987654964151, 726804.7090888444, Max_Drawdown, 76.73771128576641, 0.0, 145.91037687580763, 0.025236274621140427, 218041.41272665327, 6323200.969072949, 3414.930991588557, 744596377.7699999, 21593294955.33, 153906956080.24225, 0.1403009682296097, 22558.508318219323, 10302627.62884888, 5392502.44259268, 15695130.071441561, 176044.06636700773, 422505759.2808186, 0.061, 25772851.316129934, 12143.13890667566, 41467981.3875715, 0.05569189244750885, 55691892.44750885, 68.69483549615322, 10, 275.033333333
30, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 70.32466555158912, 238.11666666629998, 204.70866778141084, 2.113489078281905e-06, 0.0004326495335856507, 480.987654964151, 726804.7090888444, Max_Drawdown, 77.38849444634951, 0.0, 147.71315999793865, 0.025236274621140427, 218041.41272665327, 6541242.381799603, 3414.930991588557, 744596377.7699999, 22337891333.100002, 153906956080.24225, 0.14513893265132038, 22558.508318219323, 10302627.62884888, 5392502.44259268, 15695130.071441561, 178219.16369999517, 427725992.87998843, 0.061, 26091285.565679293, 12236.386544866215, 41786415.63712086, 0.05611955266592549, 56119552.66592549, 69.22234582236578, 10, 275.033333333
31, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 71.47666551313702, 238.11666666629998, 203.55666781986295, 2.113489078281905e-06, 0.00043021479424873807, 480.987654964151, 726804.7090888444, Max_Drawdown, 78.05435874164988, 0.0, 149.5310242547869, 0.025236274621140427, 218041.41272665327, 6759283.794526257, 3414.930991588557, 744596377.7699999, 23082487710.870003, 153906956080.24225, 0.14997689707303105, 22558.508318219323, 10302627.62884888, 5392502.44259268, 15695130.071441561, 180412.4567524228, 432989896.2058147, 0.061, 26412383.668554697, 12330.414243717612, 42107513.739996254, 0.05655079046463337, 56550790.46463337, 69.75426902231597, 10, 275.033333333
32, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 72.62866547468492, 238.11666666629998, 202.40466785831507, 2.113489078281905e-06, 0.0004277800549118254, 480.987654964151, 726804.7090888444, Max_Drawdown, 78.73596646191507, 0.0, 151.3646319366, 0.025236274621140427, 218041.41272665327, 6977325.20725291, 3414.930991588557, 744596377.7699999, 23827084088.640003, 153906956080.24225, 0.15481486149474175, 22558.508318219323, 10302627.62884888, 5392502.44259268, 15695130.071441561, 182624.7445919841, 438299387.02076185, 0.061, 26736262.608266473, 12425.25625970843, 42431392.679708034, 0.05698576295359681, 56985762.95359681, 70.2907988880026, 10, 275.033333333
33, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 73.78066543623282, 238.11666666629998, 201.25266789676715, 2.113489078281905e-06, 0.00042534531557491276, 480.987654964151, 726804.7090888444, Max_Drawdown, 79.43402566069538, 0.0, 153.21469109692822, 0.025236274621140427, 218041.41272665327, 7195366.619979564, 3414.930991588557, 744596377.7699999, 24571680466.410004, 153906956080.24225, 0.1596528259164524, 22558.508318219323, 10302627.62884888, 5392502.44259268, 15695130.071441561, 184856.8815007999, 443656515.6019198, 0.061, 27063047.451717105, 12520.949216390587, 42758177.52315867, 0.057424638098852454, 57424638.098852456, 70.83214260217252, 10, 275.033333333
34, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 74.93266539778072, 238.11666666629998, 200.10066793521924, 2.113489078281905e-06, 0.00042291057623800005, 480.987654964151, 726804.7090888444, Max_Drawdown, 80.14929460302987, 0.0, 155.0819600008106, 0.025236274621140427, 218041.41272665327, 7413408.032706218, 3414.930991588557, 744596377.7699999, 25316276844.180004, 153906956080.24225, 0.1644907903381631, 22558.508318219323, 10302627.62884888, 5392502.44259268, 15695130.071441561, 187109.78234225212, 449063477.62140507, 0.061, 27392872.134905707, 12617.532334468522, 43088002.20634727, 0.05786759577771788, 57867595.77771787, 71.37852203989945, 10, 275.033333333
35, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 76.08466535932862, 238.11666666629998, 198.94866797367135, 2.113489078281905e-06, 0.0004204758369010874, 480.987654964151, 726804.7090888444, Max_Drawdown, 80.88258678080636, 0.0, 156.96725214013497, 0.025236274621140427, 218041.41272665327, 7631449.445432872, 3414.930991588557, 744596377.7699999, 26060873221.950005, 153906956080.24225, 0.16932875475987377, 22558.508318219323, 10302627.62884888, 5392502.44259268, 15695130.071441561, 189384.42861212578, 454522628.66910183, 0.061, 27725880.34881521, 12715.04769121504, 43421010.42025677, 0.058314828968546485, 58314828.96854649, 71.93017523612272, 10, 275.033333333
36, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 77.23666532087653, 238.11666666629998, 197.79666801212346, 2.113489078281905e-06, 0.0004180410975641748, 480.987654964151, 726804.7090888444, Max_Drawdown, 81.6347765859477, 0.0, 158.87144190682423, 0.025236274621140427, 218041.41272665327, 7849490.858159525, 3414.930991588557, 744596377.7699999, 26805469599.720005, 153906956080.24225, 0.17416671918158447, 22558.508318219323, 9048590.192742467, 5392502.44259268, 14441092.635335147, 191681.87528343243, 460036500.6802378, 0.061, 28062226.541494507, 12446.318617131987, 42503319.17682965, 0.057082360921662446, 57082360.92166245, 70.4099505496522, 10, 275.033333333
37, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 78.38866528242443, 238.11666666629998, 196.64466805057555, 2.113489078281905e-06, 0.0004156063582272621, 480.987654964151, 726804.7090888444, Max_Drawdown, 82.40680574967955, 0.0, 160.795471032104, 0.025236274621140427, 218041.41272665327, 8067532.270886179, 3414.930991588557, 744596377.7699999, 27550065977.490005, 153906956080.24225, 0.17900468360329513, 22558.508318219323, 9048590.192742467, 5392502.44259268, 14441092.635335147, 194003.25857552758, 465607820.58126616, 0.061, 28402077.055457234, 12545.83761613953, 42843169.69079238, 0.057538783386381596, 57538783.3863816, 70.97293853143397, 10, 275.033333333
