year_number,depletion_limit,continent,country,gcam_basin_id,Basin_long_name,grid_id,grid_area,permeability,porosity,total_thickness,depth_to_water,orig_aqfr_sat_thickness,aqfr_sat_thickness,hydraulic_conductivity,transmissivity,radius_of_influence,areal_extent,max_drawdown,drawdown,drawdown_interference,total_head,well_yield,volume_produced_perwell,cumulative_vol_produced_perwell,number_of_wells,volume_produced_allwells,cumulative_vol_produced_allwells,available_volume,depleted_vol_fraction,well_installation_cost, annual_capital_cost,maintenance_cost,nonenergy_cost,power,energy,energy_cost_rate,energy_cost,total_cost_perwell,total_cost_allwells,unit_cost,unit_cost_per_km3,unit_cost_per_acreft,whyclass,total_well_length
14, 0.25, USA, USA, 1, USA, 1, 1220372618.16, -13.114677749942253, 0.110000001595, 288.5285441436788, 66.57663000248671, 257.40645908164663, 214.54545505954547, 7.679310891610383e-07, 0.00016475612497842735, 294.5435818100055, 272551.7659083166, Max_Drawdown, 74.13956733543012, 0.0, 140.7161973379168, 0.00946360298292766, 81765.52977249498, 1144717.4168149293, 4477.581035268434, 366111785.448, 5125564996.272, 34554497885.12425, 0.14833278762469188, 23057.91380795552, 16440734.859329777, 7227057.430554906, 23667792.289884683, 83478.0110513576, 200347226.5232582, 0.074, 14825694.762721106, 8596.938112209527, 38493487.05260579, 0.1051413491251107, 105141349.1251107, 129.68975131884153, 10, 281.12208506203217
15, 0.25, USA, USA, 1, USA, 1, 1220372618.16, -13.114677749942253, 0.110000001595, 288.5285441436788, 69.30390269021399, 257.40645908164663, 211.81818237181818, 7.679310891610383e-07, 0.00016266176749290179, 294.5435818100055, 272551.7659083166, Max_Drawdown, 75.52403166757315, 0.0, 144.82793435778714, 0.00946360298292766, 81765.52977249498, 1226482.9465874243, 4477.581035268434, 366111785.448, 5491676781.72, 34554497885.12425, 0.1589279867407413, 23057.91380795552, 16440734.859329777, 7227057.430554906, 23667792.289884683, 85917.24430864035, 206201386.34073684, 0.074, 15258902.589214524, 8693.688527909697, 38926694.879099205, 0.10632461566749558, 106324615.66749558, 131.14928693354244, 10, 281.12208506203217
16, 0.25, USA, USA, 1, USA, 1, 1220372618.16, -13.114677749942253, 0.110000001595, 288.5285441436788, 72.03117537794127, 257.40645908164663, 209.0909096840909, 7.679310891610383e-07, 0.00016056741000737622, 294.5435818100055, 272551.7659083166, Max_Drawdown, 76.97891577800915, 0.0, 149.01009115595042, 0.00946360298292766, 81765.52977249498, 1308248.4763599192, 4477.581035268434, 366111785.448, 5857788567.168, 34554497885.12425, 0.16952318585679071, 23057.91380795552, 16440734.859329777, 7227057.430554906, 23667792.289884683, 88398.25316206476, 212155807.58895543, 0.074, 15699529.7615827, 8792.095942292039, 39367322.05146738, 0.10752814745718926, 107528147.45718926, 132.63381932549382, 10, 281.12208506203217
17, 0.25, USA, USA, 1, USA, 1, 1220372618.16, -13.114677749942253, 0.110000001595, 288.5285441436788, 74.75844806566855, 257.40645908164663, 206.36363699636362, 7.679310891610383e-07, 0.00015847305252185065, 294.5435818100055, 272551.7659083166, Max_Drawdown, 78.51109654664428, 0.0, 153.2695446123128, 0.00946360298292766, 81765.52977249498, 1390014.006132414, 4477.581035268434, 366111785.448, 6223900352.616, 34554497885.12425, 0.18011838497284013, 23057.91380795552, 16440734.859329777, 7227057.430554906, 23667792.289884683, 90925.11722909957, 218220281.34983897, 0.074, 16148300.819888083, 8892.322170420699, 39816093.10977276, 0.10875392350740908, 108753923.50740908, 134.14578956791894, 10, 281.12208506203217
18, 0.25, USA, USA, 1, USA, 1, 1220372618.16, -13.114677749942253, 0.110000001595, 288.5285441436788, 77.48572075339582, 257.40645908164663, 203.63636430863636, 7.679310891610383e-07, 0.0001563786950363251, 294.5435818100055, 272551.7659083166, Max_Drawdown, 80.12853503157383, 0.0, 157.61425578496966, 0.00946360298292766, 81765.52977249498, 1471779.535904909, 4477.581035268434, 366111785.448, 6590012138.064, 34554497885.12425, 0.19071358408888955, 23057.91380795552, 16440734.859329777, 7227057.430554906, 23667792.289884683, 93502.5593014933, 224406142.3235839, 0.074, 16606054.531945208, 8994.554538400544, 40273846.8218299, 0.11000423483376259, 110004234.83376259, 135.68802358274948, 10, 281.12208506203217
19, 0.25, USA, USA, 1, USA, 1, 1220372618.16, -13.114677749942253, 0.110000001595, 288.5285441436788, 80.2129934411231, 257.40645908164663, 200.90909162090907, 7.679310891610383e-07, 0.00015428433755079954, 294.5435818100055, 272551.7659083166, Max_Drawdown, 81.84052501906886, 0.0, 162.05351846019198, 0.00946360298292766, 81765.52977249498, 1553545.065677404, 4477.581035268434, 366111785.448, 6956123923.512, 34554497885.12425, 0.20130878320493897, 23057.91380795552, 16440734.859329777, 7227057.430554906, 23667792.289884683, 96136.0927942452, 230726622.70618847, 0.074, 17073770.080257945, 9099.01173183349, 40741562.370142624, 0.11128175598140988, 111281755.98140988, 137.26382036794945, 10, 281.12208506203217
20, 0.25, USA, USA, 1, USA, 1, 1220372618.16, -13.114677749942253, 0.110000001595, 288.5285441436788, 82.94026612885038, 257.40645908164663, 198.18181893318177, 7.679310891610383e-07, 0.00015218998006527398, 294.5435818100055, 272551.7659083166, Max_Drawdown, 83.65801923694966, 0.0, 166.59828536580005, 0.00946360298292766, 81765.52977249498, 1635310.5954498989, 4477.581035268434, 366111785.448, 7322235708.96, 34554497885.12425, 0.2119039823209884, 23057.91380795552, 16440734.859329777, 7227057.430554906, 23667792.289884683, 98832.21526734707, 237197316.64163297, 0.074, 17552601.43148084, 9205.951471717884, 41220393.72136553, 0.11258963890202378, 112589638.90202378, 138.8770677928683, 10, 281.12208506203217
21, 0.25, USA, USA, 1, USA, 1, 1220372618.16, -13.114677749942253, 0.110000001595, 288.5285441436788, 85.66753881657766, 257.40645908164663, 195.4545462454545, 7.679310891610383e-07, 0.0001500956225797484, 294.5435818100055, 272551.7659083166, Max_Drawdown, 85.59406498367521, 0.0, 171.26160380025289, 0.00946360298292766, 81765.52977249498, 1717076.1252223938, 4477.581035268434, 366111785.448, 7688347494.408, 34554497885.12425, 0.2224991814370378, 23057.91380795552, 16440734.859329777, 7227057.430554906, 23667792.289884683, 101598.66685694212, 243836800.45666108, 0.074, 18043923.23379292, 9315.680764932702, 41711715.5236776, 0.11393163831816074, 113931638.31816074, 140.5323972326849, 10, 281.12208506203217
22, 0.25, USA, USA, 1, USA, 1, 1220372618.16, -13.114677749942253, 0.110000001595, 288.5285441436788, 88.39481150430494, 257.40645908164663, 192.72727355772724, 7.679310891610383e-07, 0.00014800126509422287, 294.5435818100055, 272551.7659083166, Max_Drawdown, 87.66439747320092, 0.0, 176.05920897750588, 0.00946360298292766, 81765.52977249498, 1798841.6549948887, 4477.581035268434, 366111785.448, 8054459279.856, 34554497885.12425, 0.23309438055308723, 23057.91380795552, 16440734.859329777, 7227057.430554906, 23667792.289884683, 104444.78226926405, 250667477.44623372, 0.074, 18549393.331021294, 9428.569865821542, 42217185.62090598, 0.11531228247472579, 115312282.47472578, 142.23539418692476, 10, 281.12208506203217
23, 0.25, USA, USA, 1, USA, 1, 1220372618.16, -13.114677749942253, 0.110000001595, 288.5285441436788, 91.12208419203222, 257.40645908164663, 190.00000086999995, 7.679310891610383e-07, 0.0001459069076086973, 294.5435818100055, 272551.7659083166, Max_Drawdown, 89.8882665557014, 0.0, 181.01035074773364, 0.00946360298292766, 81765.52977249498, 1880607.1847673836, 4477.581035268434, 366111785.448, 8420571065.304, 34554497885.12425, 0.24368957966913662, 23057.91380795552, 16440734.859329777, 7227057.430554906, 23667792.289884683, 107381.98122170147, 257716754.93208352, 0.074, 19071039.86497418, 9545.071729181254, 42738832.154858865, 0.11673711105082465, 116737111.05082466, 143.9928917389712, 10, 281.12208506203217
1, 0.25, USA, USA, 2, USA, 2, 1178309424.22, -12.647296586411269, 0.189999997616, 286.4434822084242, 1.774746270902117, 284.66873593752206, 200.0, 2.2527002829069584e-06, 0.0004505400565813917, 480.987654964151, 726804.7090888444, Max_Drawdown, 76.47530182643472, 0.0, 78.25004809733683, 0.025236274621140427, 218041.41272665327, 218041.41272665327, 1621.2187531051948, 353492827.266, 353492827.266, 63731291524.1756, 0.005546613269745322, 16549.76593927132, 3151534.6314937975, 1878155.3630173793, 5029689.994511177, 44820.7905438418, 107569897.30522032, 0.074, 7960172.400586303, 8012.405710344393, 12989862.39509748, 0.03674717389759859, 36747173.89759859, 45.32690405920991, 10, 201.7747462709021
2, 0.25, USA, USA, 2, USA, 2, 1178309424.22, -12.647296586411269, 0.189999997616, 286.4434822084242, 3.3536936591348043, 284.66873593752206, 198.42105261176732, 2.2527002829069584e-06, 0.00044698316135322475, 480.987654964151, 726804.7090888444, Max_Drawdown, 77.41114803876691, 0.0, 80.76484169790172, 0.025236274621140427, 218041.41272665327, 436082.82545330655, 1621.2187531051948, 353492827.266, 706985654.532, 63731291524.1756, 0.011093226539490644, 16549.76593927132, 3151534.6314937975, 1878155.3630173793, 5029689.994511177, 46261.23741860542, 111026969.80465302, 0.074, 8215995.765544323, 8170.202654444645, 13245685.760055501, 0.037470875611538924, 37470875.611538924, 46.21957564932103, 10, 201.7747462709021
3, 0.25, USA, USA, 2, USA, 2, 1178309424.22, -12.647296586411269, 0.189999997616, 286.4434822084242, 4.9326410473674915, 284.66873593752206, 196.84210522353462, 2.2527002829069584e-06, 0.0004434262661250577, 480.987654964151, 726804.7090888444, Max_Drawdown, 78.378853514145, 0.0, 83.3114945615125, 0.025236274621140427, 218041.41272665327, 654124.2381799598, 1621.2187531051948, 353492827.266, 1060478481.7979999, 63731291524.1756, 0.016639839809235966, 16549.76593927132, 3151534.6314937975, 1878155.3630173793, 5029689.994511177, 47719.93293845724, 114527839.05229738, 0.074, 8475060.089870006, 8329.998686799616, 13504750.084381184, 0.03820374571340025, 38203745.71340025, 47.12355626256495, 10, 201.7747462709021
4, 0.25, USA, USA, 2, USA, 2, 1178309424.22, -12.647296586411269, 0.189999997616, 286.4434822084242, 6.511588435600179, 284.66873593752206, 195.26315783530194, 2.2527002829069584e-06, 0.00043986937089689074, 480.987654964151, 726804.7090888444, Max_Drawdown, 79.38051081732912, 0.0, 85.8920992529293, 0.025236274621140427, 218041.41272665327, 872165.6509066131, 1621.2187531051948, 353492827.266, 1413971309.064, 63731291524.1756, 0.02218645307898129, 16549.76593927132, 3151534.6314937975, 1878155.3630173793, 5029689.994511177, 49198.07570210857, 118075381.68506056, 0.074, 8737578.24469448, 8491.925110560544, 13767268.239205658, 0.038946386396819084, 38946386.396819085, 48.0395886927484, 10, 201.7747462709021
5, 0.25, USA, USA, 2, USA, 2, 1178309424.22, -12.647296586411269, 0.189999997616, 286.4434822084242, 8.090535823832866, 284.66873593752206, 193.68421044706923, 2.2527002829069584e-06, 0.0004363124756687237, 480.987654964151, 726804.7090888444, Max_Drawdown, 80.41843233783966, 0.0, 88.50896816167253, 0.025236274621140427, 218041.41272665327, 1090207.0636332664, 1621.2187531051948, 353492827.266, 1767464136.33, 63731291524.1756, 0.027733066348726614, 16549.76593927132, 3151534.6314937975, 1878155.3630173793, 5029689.994511177, 50696.99022154213, 121672776.53170112, 0.074, 9003785.463345882, 8656.127022326937, 14033475.45785706, 0.03969946311611297, 39699463.11611297, 48.96849376446303, 10, 201.7747462709021
6, 0.25, USA, USA, 2, USA, 2, 1178309424.22, -12.647296586411269, 0.189999997616, 286.4434822084242, 9.669483212065554, 284.66873593752206, 192.10526305883656, 2.2527002829069584e-06, 0.0004327555804405568, 480.987654964151, 726804.7090888444, Max_Drawdown, 81.49518328924742, 0.0, 91.16466650131298, 0.025236274621140427, 218041.41272665327, 1308248.4763599196, 1621.2187531051948, 353492827.266, 2120956963.596, 63731291524.1756, 0.03327967961847194, 16549.76593927132, 3151534.6314937975, 1878155.3630173793, 5029689.994511177, 52218.14582365228, 125323549.97676547, 0.074, 9273942.698280644, 8822.76538276862, 14303632.69279182, 0.040463714082742824, 40463714.082742825, 49.91118204678162, 10, 201.7747462709021
7, 0.25, USA, USA, 2, USA, 2, 1178309424.22, -12.647296586411269, 0.189999997616, 286.4434822084242, 11.248430600298242, 284.66873593752206, 190.52631567060388, 2.2527002829069584e-06, 0.0004291986852123898, 480.987654964151, 726804.7090888444, Max_Drawdown, 82.61362131229941, 0.0, 93.86205191259765, 0.025236274621140427, 218041.41272665327, 1526289.889086573, 1621.2187531051948, 353492827.266, 2474449790.862, 63731291524.1756, 0.03882629288821726, 16549.76593927132, 3151534.6314937975, 1878155.3630173793, 5029689.994511177, 53763.17933449201, 129031630.40278082, 0.074, 9548340.64980578, 8992.01950162184, 14578030.644316955, 0.041239961662212526, 41239961.66221253, 50.86866791110591, 10, 201.7747462709021
8, 0.25, USA, USA, 2, USA, 2, 1178309424.22, -12.647296586411269, 0.189999997616, 286.4434822084242, 12.82737798853093, 284.66873593752206, 188.94736828237117, 2.2527002829069584e-06, 0.0004256417899842228, 480.987654964151, 726804.7090888444, Max_Drawdown, 83.77694436688668, 0.0, 96.60432235541761, 0.025236274621140427, 218041.41272665327, 1744331.3018132262, 1621.2187531051948, 353492827.266, 2827942618.128, 63731291524.1756, 0.04437290615796258, 16549.76593927132, 3151534.6314937975, 1878155.3630173793, 5029689.994511177, 55333.92251127971, 132801414.0270713, 0.074, 9827304.638003275, 9164.090042789208, 14856994.63251445, 0.042029126156312935, 42029126.156312935, 51.84208653128888, 10, 201.7747462709021
9, 0.25, USA, USA, 2, USA, 2, 1178309424.22, -12.647296586411269, 0.189999997616, 286.4434822084242, 14.406325376763618, 284.66873593752206, 187.3684208941385, 2.2527002829069584e-06, 0.00042208489475605585, 480.987654964151, 726804.7090888444, Max_Drawdown, 84.98874912987166, 0.0, 99.39507450663528, 0.025236274621140427, 218041.41272665327, 1962372.7145398795, 1621.2187531051948, 353492827.266, 3181435445.3939996, 63731291524.1756, 0.0499195194277079, 16549.76593927132, 3151534.6314937975, 1878155.3630173793, 5029689.994511177, 56932.43549205014, 136637845.18092033, 0.074, 10111200.543388104, 9339.202688655827, 15140890.537899282, 0.04283224260871892, 42832242.608718924, 52.832714613002615, 10, 201.7747462709021
10, 0.25, USA, USA, 2, USA, 2, 1178309424.22, -12.647296586411269, 0.189999997616, 286.4434822084242, 15.985272764996306, 284.66873593752206, 185.78947350590582, 2.2527002829069584e-06, 0.00041852799952788887, 480.987654964151, 726804.7090888444, Max_Drawdown, 86.25310285135744, 0.0, 102.23837561635375, 0.025236274621140427, 218041.41272665327, 2180414.1272665327, 1621.2187531051948, 353492827.266, 3534928272.6599994, 63731291524.1756, 0.05546613269745322, 16549.76593927132, 3151534.6314937975, 1878155.3630173793, 5029689.994511177, 58561.04795415675, 140546515.0899762, 0.074, 10400442.116658237, 9517.612648888604, 15430132.111169413, 0.04365048148362678, 43650481.48362678, 53.84199590042397, 10, 201.7747462709021
11, 0.25, USA, USA, 2, USA, 2, 1178309424.22, -12.647296586411269, 0.189999997616, 286.4434822084242, 17.564220153228995, 284.66873593752206, 184.2105261176731, 2.2527002829069584e-06, 0.0004149711042997219, 480.987654964151, 726804.7090888444, Max_Drawdown, 87.57463265407772, 0.0, 105.1388528073067, 0.025236274621140427, 218041.41272665327, 2398455.539993186, 1621.2187531051948, 353492827.266, 3888421099.925999, 63731291524.1756, 0.06101274596719854, 16549.76593927132, 3151534.6314937975, 1878155.3630173793, 5029689.994511177, 60222.41026400711, 144533784.63361704, 0.074, 10695500.062887661, 9699.610263747356, 15725190.057398837, 0.04448517436413436, 44485174.36413436, 54.871572874672445, 10, 201.7747462709021
12, 0.25, USA, USA, 2, USA, 2, 1178309424.22, -12.647296586411269, 0.189999997616, 286.4434822084242, 19.143167541461683, 284.66873593752206, 182.63157872944043, 2.2527002829069584e-06, 0.0004114142090715549, 480.987654964151, 726804.7090888444, Max_Drawdown, 88.95863773235261, 0.0, 108.10180527381429, 0.025236274621140427, 218041.41272665327, 2616496.9527198393, 1621.2187531051948, 353492827.266, 4241913927.191999, 63731291524.1756, 0.06655935923694385, 16549.76593927132, 3151534.6314937975, 1878155.3630173793, 5029689.994511177, 61919.557743424644, 148606938.58421916, 0.074, 10996913.455232218, 9885.52804428576, 16026603.449743394, 0.045337846240607105, 45337846.240607105, 55.92332658086405, 10, 201.7747462709021
13, 0.25, USA, USA, 2, USA, 2, 1178309424.22, -12.647296586411269, 0.189999997616, 286.4434822084242, 20.72211492969437, 284.66873593752206, 181.05263134120776, 2.2527002829069584e-06, 0.000407857313843388, 480.987654964151, 726804.7090888444, Max_Drawdown, 90.41123204348783, 0.0, 111.1333469731822, 0.025236274621140427, 218041.41272665327, 2834538.3654464926, 1621.2187531051948, 353492827.266, 4595406754.457999, 63731291524.1756, 0.07210597250668918, 16549.76593927132, 3151534.6314937975, 1878155.3630173793, 5029689.994511177, 63655.99240175574, 152774381.76421377, 0.074, 11305304.250551818, 10075.749625876108, 16334994.245062996, 0.04621025657409187, 46210256.57409187, 56.99942727901084, 10, 201.7747462709021
14, 0.25, USA, USA, 2, USA, 2, 1178309424.22, -12.647296586411269, 0.189999997616, 286.4434822084242, 22.30106231792706, 284.66873593752206, 229.47368395297505, 2.2527002829069584e-06, 0.0005169354327605689, 480.987654964151, 726804.7090888444, Max_Drawdown, 63.12640282332193, 0.0, 85.42746514124899, 0.025236274621140427, 218041.41272665327, 3052579.778173146, 1621.2187531051948, 353492827.266, 4948899581.723999, 63731291524.1756, 0.07765258577643451, 20650.81580927132, 3932488.316169123, 1878155.3630173793, 5810643.6791865025, 48931.93825292463, 117436651.80701911, 0.074, 8690312.233719414, 8944.478272985412, 14500955.912905917, 0.04102192405164161, 41021924.051641606, 50.599722879218895, 10, 251.7747462709021
