year_number,depletion_limit,continent,country,gcam_basin_id,Basin_long_name,grid_id,grid_area,permeability,porosity,total_thickness,depth_to_water,orig_aqfr_sat_thickness,aqfr_sat_thickness,hydraulic_conductivity,transmissivity,radius_of_influence,areal_extent,max_drawdown,drawdown,drawdown_interference,total_head,well_yield,volume_produced_perwell,cumulative_vol_produced_perwell,number_of_wells,volume_produced_allwells,cumulative_vol_produced_allwells,available_volume,depleted_vol_fraction,well_installation_cost, annual_capital_cost,maintenance_cost,nonenergy_cost,power,energy,energy_cost_rate,energy_cost,total_cost_perwell,total_cost_allwells,unit_cost,unit_cost_per_km3,unit_cost_per_acreft,whyclass,total_well_length
7, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 96.70812831504979, 253.24434224120728, 191.54929575572305, 7.387352232319948e-07, 0.00014150421176003546, 294.5435818100055, 272551.7659083166, Max_Drawdown, 86.70353361667685, 0.0, 183.41166193172666, 0.00946360298292766, 81765.52977249498, 572358.7084074649, 886.1071963307012, 72453024.3432, 507171170.4023999, 13027306100.983877, 0.03893139275848413, 14412.871203538643, 1500117.8488396055, 893994.4225270188, 2394112.271366624, 21532.663714667386, 51678392.91520172, 0.074, 3824201.0757249272, 7017.563307059336, 6218313.347091552, 0.08582544901971598, 85825449.01971598, 105.86397485683926, 30, 288.25742407077286
8, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 98.11657902242928, 253.24434224120728, 190.14084504834358, 7.387352232319948e-07, 0.00014046373961230823, 294.5435818100055, 272551.7659083166, Max_Drawdown, 87.81739203141095, 0.0, 185.93397105384022, 0.00946360298292766, 81765.52977249498, 654124.2381799598, 886.1071963307012, 72453024.3432, 579624194.7455999, 13027306100.983877, 0.04449302029541044, 14412.871203538643, 1500117.8488396055, 893994.4225270188, 2394112.271366624, 21828.78465669956, 52389083.176078945, 0.074, 3876792.1550298417, 7076.914003592091, 6270904.426396466, 0.08655131353374644, 86551313.53374644, 106.75931421760556, 30, 288.25742407077286
9, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 99.52502972980876, 253.24434224120728, 188.7323943409641, 7.387352232319948e-07, 0.00013942326746458098, 294.5435818100055, 272551.7659083166, Max_Drawdown, 88.97456970123802, 0.0, 188.4995994310468, 0.00946360298292766, 81765.52977249498, 735889.7679524547, 886.1071963307012, 72453024.3432, 652077219.0887998, 13027306100.983877, 0.05005464783233674, 14412.871203538643, 1500117.8488396055, 893994.4225270188, 2394112.271366624, 22129.991311071197, 53111979.14657087, 0.074, 3930286.456846244, 7137.284015299387, 6324398.728212869, 0.08728964436674255, 87289644.36674255, 107.67003053348961, 30, 288.25742407077286
10, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 100.93348043718825, 253.24434224120728, 187.3239436335846, 7.387352232319948e-07, 0.00013838279531685373, 294.5435818100055, 272551.7659083166, Max_Drawdown, 90.17849014667836, 0.0, 191.1119705838666, 0.00946360298292766, 81765.52977249498, 817655.2977249497, 886.1071963307012, 72453024.3432, 724530243.4319998, 13027306100.983877, 0.055616275369263043, 14412.871203538643, 1500117.8488396055, 893994.4225270188, 2394112.271366624, 22436.68560160386, 53848045.44384926, 0.074, 3984755.362844845, 7198.753898654529, 6378867.634211469, 0.08804142673183181, 88041426.7318318, 108.59733904517991, 30, 288.25742407077286
11, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 102.34193114456774, 253.24434224120728, 185.9154929262051, 7.387352232319948e-07, 0.00013734232316912648, 294.5435818100055, 272551.7659083166, Max_Drawdown, 91.43302142873937, 0.0, 193.7749525733071, 0.00946360298292766, 81765.52977249498, 899420.8274974446, 886.1071963307012, 72453024.3432, 796983267.7751998, 13027306100.983877, 0.06117790290618935, 14412.871203538643, 1500117.8488396055, 893994.4225270188, 2394112.271366624, 22749.321641498547, 54598371.93959651, 0.074, 4040279.5235301415, 7261.4146703029455, 6434391.794896766, 0.08880777377101524, 88807773.77101524, 109.54261279107189, 30, 288.25742407077286
12, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 103.75038185194722, 253.24434224120728, 234.50704221882563, 7.387352232319948e-07, 0.000173238612182999, 294.5435818100055, 272551.7659083166, Max_Drawdown, 64.55848624780579, 0.0, 168.308868099753, 0.00946360298292766, 81765.52977249498, 981186.3572699395, 886.1071963307012, 72453024.3432, 869436292.1183997, 13027306100.983877, 0.06673953044311565, 16912.87120353864, 1760322.395812747, 893994.4225270188, 2654316.818339766, 19759.58463501271, 47423003.12403051, 0.074, 3509302.2311782576, 6955.839062182404, 6163619.049518024, 0.08507055578966323, 85070555.78966323, 104.93282915543381, 30, 338.25742407077286
13, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 105.15883255932671, 253.24434224120728, 233.09859151144616, 7.387352232319948e-07, 0.00017219814003527174, 294.5435818100055, 272551.7659083166, Max_Drawdown, 65.06230234839761, 0.0, 170.22113490772432, 0.00946360298292766, 81765.52977249498, 1062951.8870424344, 886.1071963307012, 72453024.3432, 941889316.4615997, 13027306100.983877, 0.07230115798004196, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 19984.086161660965, 47961806.787986316, 0.074, 3549173.7023109873, 7763.133402414703, 6878968.373954909, 0.09494384032018019, 94943840.3201802, 117.11132815813586, 30, 338.25742407077286
14, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 106.5672832667062, 253.24434224120728, 231.69014080406666, 7.387352232319948e-07, 0.0001711576678875445, 294.5435818100055, 272551.7659083166, Max_Drawdown, 65.57596567165771, 0.0, 172.1432489383639, 0.00946360298292766, 81765.52977249498, 1144717.4168149293, 886.1071963307012, 72453024.3432, 1014342340.8047997, 13027306100.983877, 0.07786278551696826, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 20209.743759477253, 48503385.02274541, 0.074, 3589250.49168316, 7808.361326912018, 6919045.163327082, 0.09549698202455315, 95496982.02455315, 117.79361738764581, 30, 338.25742407077286
15, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 107.97573397408568, 253.24434224120728, 230.28169009668716, 7.387352232319948e-07, 0.00017011719573981724, 294.5435818100055, 272551.7659083166, Max_Drawdown, 66.09981930357715, 0.0, 174.07555327766283, 0.00946360298292766, 81765.52977249498, 1226482.9465874243, 886.1071963307012, 72453024.3432, 1086795365.1479998, 13027306100.983877, 0.08342441305389457, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 20436.5977070087, 49047834.496820875, 0.074, 3629539.7527647447, 7853.829032454214, 6959334.424408667, 0.09605305627330693, 96053056.27330694, 118.47952385199864, 30, 338.25742407077286
16, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 109.38418468146517, 253.24434224120728, 228.87323938930768, 7.387352232319948e-07, 0.00016907672359209, 294.5435818100055, 272551.7659083166, Max_Drawdown, 66.63422450139004, 0.0, 176.0184091828552, 0.00946360298292766, 81765.52977249498, 1308248.4763599192, 886.1071963307012, 72453024.3432, 1159248389.4911997, 13027306100.983877, 0.08898604059082088, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 20664.69041611973, 49595256.99868736, 0.074, 3670049.017902864, 7899.545019533277, 6999843.689546786, 0.09661216702824565, 96612167.02824566, 119.16917578600045, 30, 338.25742407077286
17, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 110.79263538884466, 253.24434224120728, 227.4647886819282, 7.387352232319948e-07, 0.00016803625144436277, 294.5435818100055, 272551.7659083166, Max_Drawdown, 67.17956202154505, 0.0, 177.9721974103897, 0.00946360298292766, 81765.52977249498, 1390014.006132414, 886.1071963307012, 72453024.3432, 1231701413.8343997, 13027306100.983877, 0.09454766812774718, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 20894.066587896832, 50145759.810952395, 0.074, 3710786.226010477, 7945.518247463602, 7040580.897654399, 0.09717442386261389, 97174423.86261389, 119.86270834605699, 30, 338.25742407077286
18, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 112.20108609622415, 253.24434224120728, 226.0563379745487, 7.387352232319948e-07, 0.0001669957792966355, 294.5435818100055, 272551.7659083166, Max_Drawdown, 67.73623357338003, 0.0, 179.93731966960416, 0.00946360298292766, 81765.52977249498, 1471779.535904909, 886.1071963307012, 72453024.3432, 1304154438.1775997, 13027306100.983877, 0.10010929566467348, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 21124.7733833111, 50699456.11994664, 0.074, 3751759.7528760512, 7991.758168587415, 7081554.424519973, 0.09773994237943229, 97739942.37943229, 120.56026412618213, 30, 338.25742407077286
19, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 113.60953680360363, 253.24434224120728, 224.6478872671692, 7.387352232319948e-07, 0.00016595530714890824, 294.5435818100055, 272551.7659083166, Max_Drawdown, 68.30466341326374, 0.0, 181.91420021686736, 0.00946360298292766, 81765.52977249498, 1553545.065677404, 886.1071963307012, 72453024.3432, 1376607462.5207996, 13027306100.983877, 0.10567092320159979, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 21356.860610371565, 51256465.464891754, 0.074, 3792978.4444019897, 8038.274765785386, 7122773.116045912, 0.09830884467025582, 98308844.67025581, 121.26199372386715, 30, 338.25742407077286
20, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 115.01798751098312, 253.24434224120728, 223.23943655978974, 7.387352232319948e-07, 0.00016491483500118102, 294.5435818100055, 272551.7659083166, Max_Drawdown, 68.88530009605742, 0.0, 183.90328760704054, 0.00946360298292766, 81765.52977249498, 1635310.5954498989, 886.1071963307012, 72453024.3432, 1449060486.8639996, 13027306100.983877, 0.11123255073852609, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 21590.38092974813, 51816914.23139551, 0.074, 3834451.653123268, 8085.07859368907, 7164246.32476719, 0.09888125981920563, 98881259.81920563, 121.96805636179377, 30, 338.25742407077286
21, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 116.4264382183626, 253.24434224120728, 221.83098585241027, 7.387352232319948e-07, 0.00016387436285345377, 294.5435818100055, 272551.7659083166, Max_Drawdown, 69.47861840318151, 0.0, 185.90505662154413, 0.00946360298292766, 81765.52977249498, 1717076.1252223938, 886.1071963307012, 72453024.3432, 1521513511.2071996, 13027306100.983877, 0.1167941782754524, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 21825.390081128007, 52380936.194707215, 0.074, 3876189.2784083337, 8132.180824048893, 7205983.950052256, 0.0994573244578239, 99457324.4578239, 122.67862057223662, 30, 338.25742407077286
22, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 117.83488892574209, 253.24434224120728, 220.42253514503076, 7.387352232319948e-07, 0.00016283389070572652, 294.5435818100055, 272551.7659083166, Max_Drawdown, 70.08512146942489, 0.0, 187.92001039516697, 0.00946360298292766, 81765.52977249498, 1798841.6549948887, 886.1071963307012, 72453024.3432, 1593966535.5503995, 13027306100.983877, 0.1223558058123787, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 22061.947132904632, 52948673.11897112, 0.074, 3918201.8108038623, 8179.593295778611, 7247996.482447784, 0.10003718337712203, 100037183.37712203, 123.39386495201248, 30, 338.25742407077286
23, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 119.24333963312158, 253.24434224120728, 219.01408443765126, 7.387352232319948e-07, 0.00016179341855799927, 294.5435818100055, 272551.7659083166, Max_Drawdown, 70.70534313397673, 0.0, 189.94868276709832, 0.00946360298292766, 81765.52977249498, 1880607.1847673836, 886.1071963307012, 72453024.3432, 1666419559.8935995, 13027306100.983877, 0.127917433349305, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 22300.114758190608, 53520275.41965746, 0.074, 3960500.381054652, 8227.32857027581, 7290295.052698574, 0.1006209902041556, 100620990.20415561, 124.11397899702186, 30, 338.25742407077286
24, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 120.65179034050107, 253.24434224120728, 217.6056337302718, 7.387352232319948e-07, 0.00016075294641027202, 294.5435818100055, 272551.7659083166, Max_Drawdown, 71.33985054510633, 0.0, 191.9916408856074, 0.00946360298292766, 81765.52977249498, 1962372.7145398785, 886.1071963307012, 72453024.3432, 1738872584.2367995, 13027306100.983877, 0.1334790608862313, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 22539.95954060898, 54095902.89746155, 0.074, 4003096.8144121543, 8275.399992710805, 7332891.486056076, 0.10120890815159322, 101208908.15159322, 124.8391640268272, 30, 338.25742407077286
25, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 122.06024104788055, 253.24434224120728, 216.19718302289232, 7.387352232319948e-07, 0.0001597124742625448, 294.5435818100055, 272551.7659083166, Max_Drawdown, 71.98924705257437, 0.0, 194.04948810045494, 0.00946360298292766, 81765.52977249498, 2044138.2443123735, 886.1071963307012, 72453024.3432, 1811325608.5799994, 13027306100.983877, 0.13904068842315762, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 22781.552313864428, 54675725.553274624, 0.074, 4046003.690942322, 8323.82176008595, 7375798.362586243, 0.10180111085008822, 101801110.85008822, 125.56963421136682, 30, 338.25742407077286
26, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 123.46869175526004, 253.24434224120728, 214.78873231551282, 7.387352232319948e-07, 0.00015867200211481755, 294.5435818100055, 272551.7659083166, Max_Drawdown, 72.65417542739543, 0.0, 196.12286718265545, 0.00946360298292766, 81765.52977249498, 2125903.7740848684, 886.1071963307012, 72453024.3432, 1883778632.9231994, 13027306100.983877, 0.1446023159600839, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 23024.968539745794, 55259924.49538991, 0.074, 4089234.412658853, 8372.608996997631, 7419029.084302775, 0.10239778327485483, 102397783.27485482, 126.30561771386793, 30, 338.25742407077286
27, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 124.87714246263953, 253.24434224120728, 213.38028160813332, 7.387352232319948e-07, 0.00015763152996709027, 294.5435818100055, 272551.7659083166, Max_Drawdown, 73.33532145516475, 0.0, 198.21246391780426, 0.00946360298292766, 81765.52977249498, 2207669.3038573633, 886.1071963307012, 72453024.3432, 1956231657.2663994, 13027306100.983877, 0.1501639434970102, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 23270.288729985245, 55848692.95196459, 0.074, 4132803.2784453793, 8421.777840188322, 7462597.950089303, 0.10299912277974767, 102999122.77974766, 127.04735796636315, 30, 338.25742407077286
28, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 126.28559317001901, 253.24434224120728, 211.97183090075384, 7.387352232319948e-07, 0.00015659105781936305, 294.5435818100055, 272551.7659083166, Max_Drawdown, 74.03341795705599, 0.0, 200.319011127075, 0.00946360298292766, 81765.52977249498, 2289434.833629858, 886.1071963307012, 72453024.3432, 2028684681.6095994, 13027306100.983877, 0.15572557103393653, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 23517.59891832639, 56442237.40398333, 0.074, 4176725.5678947666, 8471.345533161886, 7506520.239538688, 0.10360534025441555, 103605340.25441554, 127.79511509701649, 30, 338.25742407077286
29, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 127.6940438773985, 253.24434224120728, 210.56338019337437, 7.387352232319948e-07, 0.0001555505856716358, 294.5435818100055, 272551.7659083166, Max_Drawdown, 74.7492493020854, 0.0, 202.4432931794839, 0.00946360298292766, 81765.52977249498, 2371200.363402353, 886.1071963307012, 72453024.3432, 2101137705.9527993, 13027306100.983877, 0.16128719857086282, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 23766.991190267378, 57040778.85664171, 0.074, 4221017.635391486, 8521.33053235852, 7550812.307035409, 0.10421666142283104, 104216661.42283104, 128.54916753183363, 30, 338.25742407077286
30, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 129.102494584778, 253.24434224120728, 209.15492948599487, 7.387352232319948e-07, 0.00015451011352390855, 294.5435818100055, 272551.7659083166, Max_Drawdown, 75.4836564856947, 0.0, 204.58615107047268, 0.00946360298292766, 81765.52977249498, 2452965.893174848, 886.1071963307012, 72453024.3432, 2173590730.2959995, 13027306100.983877, 0.16684882610778914, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 24018.56427929024, 57644554.27029657, 0.074, 4265697.016001946, 8571.75262665532, 7595491.687645868, 0.10483332830479333, 104833328.30479333, 129.3098137973965, 30, 338.25742407077286
31, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 130.5109452921575, 253.24434224120728, 207.74647877861537, 7.387352232319948e-07, 0.0001534696413761813, 294.5435818100055, 272551.7659083166, Max_Drawdown, 76.2375428636117, 0.0, 206.74848815576917, 0.00946360298292766, 81765.52977249498, 2534731.422947343, 886.1071963307012, 72453024.3432, 2246043754.6391997, 13027306100.983877, 0.17241045364471547, 16912.87120353864, 2280731.4897590303, 1049063.1818848916, 3329794.671643922, 24272.424240020413, 58253818.176048994, 0.074, 4310782.545027626, 8622.633072285797, 7640577.216671548, 0.10545560086600644, 105455600.86600645, 130.07737455620162, 30, 338.25742407077286
32, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 131.919395999537, 253.24434224120728, 206.33802807123587, 7.387352232319948e-07, 0.00015242916922845404, 294.5435818100055, 272551.7659083166, Max_Drawdown, 77.0118806469074, 0.0, 208.9312766464444, 0.00946360298292766, 81765.52977249498, 2616496.952719838, 886.1071963307012, 72453024.3432, 2318496778.9824, 13027306100.983877, 0.1779720811816418, 16912.87120353864, 1760322.3958127466, 1049063.1818848916, 2809385.5776976384, 24528.685210751115, 58868844.505802676, 0.074, 4356294.493429398, 8086.696621807771, 7165680.071127037, 0.09890104845291477, 98901048.45291476, 121.99246524570131, 30, 338.25742407077286
33, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 133.3278467069165, 253.24434224120728, 204.92957736385637, 7.387352232319948e-07, 0.0001513886970807268, 294.5435818100055, 272551.7659083166, Max_Drawdown, 77.80771828496893, 0.0, 211.13556499188542, 0.00946360298292766, 81765.52977249498, 2698262.482492333, 886.1071963307012, 72453024.3432, 2390949803.3256, 13027306100.983877, 0.1835337087185681, 16912.87120353864, 1760322.3958127466, 1049063.1818848916, 2809385.5776976384, 24787.470280209844, 59489928.67250363, 0.074, 4402254.721765269, 8138.564193277891, 7211640.299462907, 0.09953539365454726, 99535393.65454726, 122.77491736501096, 30, 338.25742407077286
34, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 134.736297414296, 253.24434224120728, 203.52112665647687, 7.387352232319948e-07, 0.00015034822493299952, 294.5435818100055, 272551.7659083166, Max_Drawdown, 78.62618888875922, 0.0, 213.36248630305522, 0.00946360298292766, 81765.52977249498, 2780028.0122648277, 886.1071963307012, 72453024.3432, 2463402827.6688004, 13027306100.983877, 0.18909533625549443, 16912.87120353864, 1760322.3958127466, 1049063.1818848916, 2809385.5776976384, 25048.91247645522, 60117389.94349253, 0.074, 4448686.855818447, 8190.9643252771, 7258072.433516085, 0.10017625212076166, 100176252.12076166, 123.56540346591709, 30, 338.25742407077286
35, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 136.1447481216755, 253.24434224120728, 202.11267594909737, 7.387352232319948e-07, 0.00014930775278527227, 294.5435818100055, 272551.7659083166, Max_Drawdown, 79.4685198785679, 0.0, 215.6132680002434, 0.00946360298292766, 81765.52977249498, 2861793.5420373227, 886.1071963307012, 72453024.3432, 2535855852.0120006, 13027306100.983877, 0.19465696379242076, 16912.87120353864, 1760322.3958127466, 1049063.1818848916, 2809385.5776976384, 25313.155899530047, 60751574.15887211, 0.074, 4495616.487756536, 8243.92589937606, 7305002.065454175, 0.10082397707584138, 100823977.07584138, 124.36435924350883, 30, 338.25742407077286
36, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 137.553198829055, 253.24434224120728, 200.70422524171786, 7.387352232319948e-07, 0.00014826728063754502, 294.5435818100055, 272551.7659083166, Max_Drawdown, 80.33604408020426, 0.0, 217.88924290925925, 0.00946360298292766, 81765.52977249498, 2943559.0718098176, 886.1071963307012, 72453024.3432, 2608308876.355201, 13027306100.983877, 0.20021859132934708, 16912.87120353864, 1760322.3958127466, 1049063.1818848916, 2809385.5776976384, 25580.357024162462, 61392856.85798991, 0.074, 4543071.407491253, 8297.480277369177, 7352456.98518889, 0.10147895207743592, 101478952.07743591, 125.17225780847565, 30, 338.25742407077286
37, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 138.9616495364345, 253.24434224120728, 199.29577453433836, 7.387352232319948e-07, 0.00014722680848981777, 294.5435818100055, 272551.7659083166, Max_Drawdown, 81.23021254355874, 0.0, 220.19186207999323, 0.00946360298292766, 81765.52977249498, 3025324.6015823125, 886.1071963307012, 72453024.3432, 2680761900.698401, 13027306100.983877, 0.2057802188662734, 16912.87120353864, 1760322.3958127466, 1049063.1818848916, 2809385.5776976384, 25850.68620467454, 62041646.8912189, 0.074, 4591081.869950199, 8351.661602899265, 7400467.447647837, 0.10214159470545828, 102141594.70545828, 125.98961423728868, 30, 338.25742407077286
38, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 140.370100243814, 253.24434224120728, 197.88732382695886, 7.387352232319948e-07, 0.0001461863363420905, 294.5435818100055, 272551.7659083166, Max_Drawdown, 82.1526094207438, 0.0, 222.5227096645578, 0.00946360298292766, 81765.52977249498, 3107090.1313548074, 886.1071963307012, 72453024.3432, 2753214925.041601, 13027306100.983877, 0.21134184640319972, 16912.87120353864, 1760322.3958127466, 1049063.1818848916, 2809385.5776976384, 26124.329421686856, 62698390.612048455, 0.074, 4639680.905291585, 8406.507151544656, 7449066.482989225, 0.10281236084368298, 102812360.84368297, 126.81699085346608, 30, 338.25742407077286
39, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 141.7785509511935, 253.24434224120728, 196.47887311957936, 7.387352232319948e-07, 0.00014514586419436324, 294.5435818100055, 272551.7659083166, Max_Drawdown, 83.1049693217826, 0.0, 224.8835202729761, 0.00946360298292766, 81765.52977249498, 3188855.6611273023, 886.1071963307012, 72453024.3432, 2825667949.3848014, 13027306100.983877, 0.21690347394012605, 16912.87120353864, 1760322.3958127466, 1049063.1818848916, 2809385.5776976384, 26401.49031968915, 63363576.76725396, 0.074, 4688904.680776793, 8462.057739203845, 7498290.258474431, 0.10349174967432778, 103491749.67432778, 127.65500338828983, 30, 338.25742407077286
40, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 143.187001658573, 253.24434224120728, 195.07042241219986, 7.387352232319948e-07, 0.000144105392046636, 294.5435818100055, 272551.7659083166, Max_Drawdown, 84.08919766971995, 0.0, 227.27619932829293, 0.00946360298292766, 81765.52977249498, 3270621.1908997972, 886.1071963307012, 72453024.3432, 2898120973.7280016, 13027306100.983877, 0.22246510147705237, 16912.87120353864, 1760322.3958127466, 1049063.1818848916, 2809385.5776976384, 26682.392596745252, 64037742.232188605, 0.074, 4738792.925181957, 8518.358201057386, 7548178.502879596, 0.10418030953580232, 104180309.53580232, 128.50432820622146, 30, 338.25742407077286
41, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 144.5954523659525, 253.24434224120728, 193.66197170482036, 7.387352232319948e-07, 0.00014306491989890874, 294.5435818100055, 272551.7659083166, Max_Drawdown, 85.10739471189474, 0.0, 229.70284707784725, 0.00946360298292766, 81765.52977249498, 3352386.720672292, 886.1071963307012, 72453024.3432, 2970573998.071202, 13027306100.983877, 0.2280267290139787, 16912.87120353864, 1760322.3958127466, 1049063.1818848916, 2809385.5776976384, 26967.2828234341, 64721478.77624184, 0.074, 4789389.429441896, 8575.457956560394, 7598775.007139535, 0.1048786448326185, 104878644.83261849, 129.36571082813828, 30, 338.25742407077286
42, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 146.003903073332, 253.24434224120728, 192.25352099744086, 7.387352232319948e-07, 0.00014202444775118146, 294.5435818100055, 272551.7659083166, Max_Drawdown, 86.1618840208222, 0.0, 232.1657870941542, 0.00946360298292766, 81765.52977249498, 3434152.250444787, 886.1071963307012, 72453024.3432, 3043027022.414402, 13027306100.983877, 0.233588356550905, 16912.87120353864, 1760322.3958127466, 1049063.1818848916, 2809385.5776976384, 27256.433788874216, 65415441.093298115, 0.074, 4840742.640904061, 8633.411680076932, 7650128.218601698, 0.10558742423731125, 105587424.23731126, 130.23997604823867, 30, 338.25742407077286
43, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 147.4123537807115, 253.24434224120728, 190.84507029006136, 7.387352232319948e-07, 0.0001409839756034542, 294.5435818100055, 272551.7659083166, Max_Drawdown, 87.25524655202655, 0.0, 234.66760033273806, 0.00946360298292766, 81765.52977249498, 3515917.780217282, 886.1071963307012, 72453024.3432, 3115480046.757602, 13027306100.983877, 0.23914998408783134, 16912.87120353864, 1760322.3958127466, 1049063.1818848916, 2809385.5776976384, 27550.14849913829, 66120356.397931896, 0.074, 4892906.37344696, 8692.280102271116, 7702291.951144598, 0.10630739049152596, 106307390.49152596, 131.12804002348744, 30, 338.25742407077286
44, 0.25, USA, USA, 13, USA, 13, 241510081.144, -13.131511193126578, 0.212999999523, 341.50176631198013, 148.820804488091, 253.24434224120728, 189.43661958268186, 7.387352232319948e-07, 0.00013994350345572696, 294.5435818100055, 272551.7659083166, Max_Drawdown, 88.3903616391462, 0.0, 237.21116612723722, 0.00946360298292766, 81765.52977249498, 3597683.309989777, 886.1071963307012, 72453024.3432, 3187933071.1008024, 13027306100.983877, 0.24471161162475766, 16912.87120353864, 1760322.3958127466, 1049063.1818848916, 2809385.5776976384, 27848.76499010857, 66837035.97626057, 0.074, 4945940.662243282, 8752.130974734326, 7755326.23994092, 0.10703937220349848, 107039372.20349848, 132.0309248255713, 30, 338.25742407077286
